id,email,name,address,hometown,p_latitude,p_longitude,age,salary,gender,relationship_status,education,employment_status,plan
128,christineprice@haley.com,Paige Roberts,"741 Nguyen Islands
Amberchester, SD 07457-6410","974 Barry Keys
Lauraton, CA 39630",60.4868985,-68.850709,50,544649,female,single,g,employed,3
129,linda67@hotmail.com,John Foster,"000 Ball Valley Apt. 641
Andrewchester, CA 16123-5972","4971 Roy Mountains Apt. 193
North Denise, VA 39509-8682",13.234407,-38.200693,23,819140,female,single,g,employed,1
130,otorres@yahoo.com,Candice Ward,"19946 Joann Valley
Kentmouth, MT 74960","PSC 6132, Box 7673
APO AP 13787-1498",-60.236035,-169.704076,32,777951,female,married,ng,employed,3
131,wardbradley@patterson.com,Jennifer Lewis,"USCGC Wallace
FPO AA 63520","770 Gregory Burg Suite 064
Pamelastad, KY 34263-3001",-56.719594,118.306717,21,1119524,female,married,pg,unemployed,1
132,spencer74@gmail.com,Michelle Clark,"7288 Emily Viaduct
Port Carriechester, OR 13008-8739","43142 Jack Alley
Hallstad, CT 10332",49.1406455,-150.926629,22,1291186,female,married,ng,employed,4
133,hbradford@hotmail.com,Deborah Adams,"82528 Hood Square
Markville, CT 77953-0422","747 Joshua Mall
Port Sandraport, DC 32727-5429",36.904852,121.839663,40,1171779,female,married,g,unemployed,2
134,chambersjennifer@white.net,Michelle Edwards,"7147 Rhonda Landing
Butlermouth, KY 67347-6679","2706 Melissa Tunnel Suite 525
Christineland, WY 11370",-87.738043,148.533175,62,769002,male,married,g,employed,2
135,hansonscott@gmail.com,Matthew Francis,"1361 Shelby Plains Apt. 307
East Justin, AR 93541","PSC 6708, Box 1248
APO AE 47381-6513",1.511995,45.912988,84,1164890,male,married,g,employed,3
136,april42@gmail.com,Jerry Rogers,"365 Vanessa Land
Harveyside, NC 64688-1951","USCGC Frederick
FPO AA 39198",-25.7115235,170.251569,64,1210956,male,married,ng,employed,3
137,masonmackenzie@mccarty-mills.biz,Lawrence Holder,"6933 Soto Junction
South Anthony, MO 98090","278 Johnson Pike Suite 481
East Catherinetown, DE 92457-9999",60.6585755,-70.935738,70,1030080,male,married,pg,unemployed,3
138,vanessa53@yahoo.com,William Molina,"459 Hudson Route
Melissaside, OH 46672","6642 Sosa Stream
New Ruben, MN 04888",47.3639145,85.913612,19,1158006,male,single,ng,employed,2
139,pughandre@reid.com,Brenda Jones,"4516 Graham Estate Apt. 242
Hugheschester, AL 27603-7285","59275 Christopher Rapids Apt. 240
Wolfemouth, GA 59025",-29.286234,-65.830928,23,914423,male,widower,g,unemployed,2
140,strongronald@yahoo.com,Robert Lopez,"9316 Jacobs Flat
Mossmouth, NH 90017","3447 Smith Hollow
Johnmouth, FL 28917-0355",32.1869375,69.864267,76,1477587,female,widow,g,employed,2
141,mmartin@gmail.com,Lisa Brown,"95508 Roberto Meadow Suite 834
East Lisa, WY 93009","24919 Samuel Pike
Morrisonfurt, MA 31268-4033",59.7587075,63.945265,21,660936,female,single,g,employed,1
142,cynthiayork@suarez-wade.net,Brandy Suarez MD,"277 Audrey Inlet
Lake Rebecca, CO 41580-6875","677 George Landing Apt. 846
East Juan, MP 72759-8291",20.0103415,166.11075,27,790893,female,single,ng,employed,1
143,farias@sanchez-patel.org,Mary Palmer,"721 Crawford Mews
North Jamesfort, WV 47495-4456","77479 Smith Stravenue
West Emilybury, TN 21973-6981",8.9112865,10.841095,35,1257540,female,married,pg,unemployed,2
144,millernicole@hotmail.com,Corey Ayers,"90373 Alexis Cliffs
Smithhaven, WI 12391","040 Moyer Estate Suite 948
West Matthewhaven, OR 53906-5488",28.364259,-47.370959,45,919207,female,married,ng,employed,1
145,maureen47@gmail.com,Tammy Reynolds,"05335 Theodore River Apt. 263
Port Isaac, ME 06099-9651","82347 Brian Tunnel Suite 106
Kaylaburgh, TN 19933-9727",-86.0522495,98.273321,50,643766,female,married,g,unemployed,4
146,jonesshawna@francis.org,Linda Wilson,"Unit 1640 Box 8809
DPO AE 69133","81035 Graves Pine Apt. 967
Campbellfort, AK 48083-5560",72.5723435,18.311347,64,1186109,female,married,g,employed,2
147,danielrodriguez@gmail.com,Sheila Casey,"189 Donna Isle Suite 663
West Barbara, DC 78840","178 Mcclain Crest
Maybury, HI 76728-5870",-48.3894285,-150.862498,26,909334,male,married,g,employed,1
148,rachelflores@crawford-bean.net,Thomas Gray,"39867 Rhonda Parks Suite 321
West Davidville, MN 89016","USNS Herrera
FPO AA 60636",64.486081,-132.043276,30,1087005,male,married,ng,employed,1
149,osanchez@lewis-james.com,Tiffany Gonzalez MD,"3428 Nathan Dale
Timshire, ND 55737","59378 Duffy Motorway
Lake Douglastown, DC 15456",-31.367745,-160.517783,69,1467894,male,married,pg,unemployed,2
150,dbanks@hughes-castillo.org,Charles Anderson,"2237 White Hills
Justinmouth, NE 65999-2816","95694 Michael Avenue Suite 932
Brittanymouth, CT 89986-9357",13.2651755,-61.501774,90,1150389,male,married,ng,employed,3
151,sarapowers@crane-collier.net,Donald Brooks,"2208 Kathleen Point
Kelseyborough, AK 28355-6854","2448 Albert Views Suite 600
West Rebeccachester, PW 72224-5545",16.1713745,-105.968584,24,546523,male,single,g,unemployed,2
152,jodi84@yahoo.com,Leslie Griffin,"654 Vargas Streets
Greerland, TN 08961-1592","14515 Sanford Spurs Apt. 265
Jacobchester, LA 69343-0899",88.198764,79.251061,61,1487798,male,widower,g,employed,2
153,matthew53@gmail.com,Kristine Cole,"85936 Patrick Common
Laurenside, VA 75079-9031","50324 Rodriguez Keys Suite 291
Port Joshuafurt, NV 40663-3226",-49.228111,62.508613,61,970909,female,widow,g,employed,2
154,williamskenneth@yahoo.com,Eric Shah,"24762 James Overpass
Brownborough, ND 93773","728 Brown Fork Apt. 145
East Jessica, AR 56678",29.8394655,86.887314,61,1492682,female,single,ng,employed,4
155,nancy84@gmail.com,Luis Stephenson,"464 Angela Garden Suite 543
Billyberg, WY 16886-4856","50280 Anne Garden
South Sarahland, UT 82602-2509",71.63963,139.332729,89,878941,female,single,pg,unemployed,3
156,smithmargaret@hotmail.com,John Johnson,"891 Jill Estate
Port Jessica, FM 00379-0138","341 Brown Trail
Cindystad, WA 43995",-2.8150115,166.746151,27,1368793,female,married,ng,employed,2
157,rochakim@hall-campbell.com,Johnathan Macdonald,"172 Baker Freeway
New Gregoryton, IA 68494-0623","42900 Robert Mall
Robertchester, OH 12214-9087",3.8310295,-142.617088,57,1001279,female,married,g,unemployed,1
158,gallen@cox-mayo.com,Carmen King,"1784 Morgan Glens Suite 315
West Mckenzie, SD 43405-2703","840 Espinoza Plains
Mccartymouth, NJ 90027",-41.637246,-16.270823,39,648894,female,married,g,employed,4
159,reynoldscrystal@jackson.info,Jennifer Hayes,"13490 Tina Village Suite 450
Cooperville, AR 78096-0198","802 Diaz Cliff Apt. 813
Millerstad, SD 36311",41.6065485,-21.640468,85,1054517,female,married,g,employed,1
160,iblackburn@murphy.info,Carrie Patel,"74899 Brown Island
Allisonport, OR 83922-4982","PSC 0978, Box 2222
APO AP 28252-0959",-83.143235,-179.963615,58,1375515,male,married,ng,employed,2
161,victoria51@morales-lopez.com,Anthony Huber,"5731 Robert Row Apt. 354
Lake Luis, CO 38764-3292","75579 Patrick Streets
South Leeland, FL 10891-0389",71.0535785,120.877928,79,1015513,male,married,pg,unemployed,3
162,stephenmorris@gmail.com,William Grant,"687 Todd Ways Suite 359
Mosleyberg, SC 65377","4565 Morrow Route Apt. 830
North Josephtown, MI 31720-3778",-17.875103,159.690369,89,1164782,male,married,ng,employed,3
163,blackluis@green.com,Melissa Higgins,"0211 Jennifer Mall
Port Jeffreystad, OH 94552","PSC 8833, Box 7757
APO AE 11068-3397",-50.5910375,-40.437731,82,1323232,male,married,g,unemployed,1
164,kathleenwilson@gmail.com,Lydia Myers,"66843 Anthony Mount Apt. 088
Riveratown, HI 31578-9565","20009 Wade Ford
North Crystal, NE 54115-2738",-27.699516,-89.333067,49,400414,male,single,g,employed,1
165,stacey24@jones.com,David Russell,"97540 Steele Brook
North Johnport, DE 44718-0604","USNV Roberts
FPO AP 62299-4008",61.6452865,-84.900549,50,898581,male,widower,g,employed,2
166,acook@smith-guerrero.biz,John Acevedo,"75145 Jason Islands
West Brett, AS 45704","4340 Adams Islands
Lake Michael, MI 86565-1027",-56.832591,-151.670159,54,698367,female,widow,ng,employed,2
167,hermanpatrick@wolf-jones.com,Dale Jackson,"2789 Jones Street
Christopherfort, RI 23973-0618","224 Todd Knoll Apt. 413
South Nancy, KY 38871-6627",-64.7259735,-19.555652,79,980732,female,single,pg,unemployed,1
168,stevenash@hotmail.com,Karen Padilla,"281 Lewis Center Suite 563
Shawnberg, VI 64868-1903","USNS Rivers
FPO AE 86766-2853",58.313138,30.439645,32,1167546,female,single,ng,employed,2
169,lopezselena@yahoo.com,Maria Mcdaniel,"71896 Thompson Rest Suite 849
Jasonton, KY 48955","789 Martin Summit Suite 600
New Ryanmouth, WV 95116-0215",-18.578244,53.338449,60,870063,female,married,g,unemployed,2
170,kristincollier@flores-mendez.com,Diana Hunt,"54839 Patrick Glens
Elizabethshire, IA 46742-7611","6877 Kline Port Apt. 439
West Michelleland, PW 93478",88.6199025,160.171491,36,1092666,female,married,g,employed,1
171,xmiller@kirk.com,Emily Nunez,"8451 Hernandez Terrace Apt. 128
Cookchester, MD 07922-4113","85025 Marie Spring
Port Patrickville, TX 70118",-12.5114435,12.042472,64,1073375,female,married,g,employed,4
172,wilsonjohn@hotmail.com,Matthew Reed,"1927 Mcmillan Mountain Apt. 493
Christianburgh, CO 53193","95723 Danielle Lock Suite 237
West Brendafort, TN 01686",-51.5715165,10.934384,19,1469310,female,married,ng,employed,2
173,juliaward@case.com,Misty Miles,"36958 Madison Station Suite 054
Nicholsberg, IA 90477-3224","84765 Cheryl Club Suite 740
Santosberg, MT 10857",-67.0874315,-94.324366,58,1414904,male,married,pg,unemployed,1
174,mathewbarajas@gmail.com,Mr. Donald Kirk,"275 Hill Manor Apt. 945
New Susanbury, DC 90006","04152 David Manor
Simmonstown, MD 32375",-38.855284,-119.130086,41,1142658,male,married,ng,employed,2
175,nford@yahoo.com,Douglas Garrett,"70954 Kane Inlet Apt. 989
Eatonborough, FM 83157-5772","17625 Anthony Hills
Williamfort, ME 51313-4768",-63.8643425,38.267665,62,449908,male,married,g,unemployed,2
176,vsmith@hotmail.com,Sharon Pruitt,"41780 Ford Spring
East Rachel, RI 53375-0401","808 Berg Inlet Apt. 728
Lake Laura, OH 12460-6646",-27.4924215,148.612017,47,1126859,male,married,g,employed,1
177,wcross@kelly-miller.biz,Justin Adams,"5041 Vanessa Courts Suite 394
Christopherstad, VI 30245","59395 Joseph Fords Suite 709
Port Michaelahaven, MS 77922-2699",62.4738795,147.430425,46,848454,male,single,g,employed,2
178,bartonlaura@hotmail.com,Joseph Collins,"4275 Brandy Wells
South Rickey, MN 98885-4679","395 Lam Point
Wrightburgh, SC 12906-4671",89.028513,2.972096,67,1150643,male,widower,ng,employed,1
179,kurt46@thompson.info,Kathleen Hanson,"495 James Ville
East Thomasland, VI 70791","411 Hogan Rest Suite 302
Patriciaport, TX 69097-9415",-67.8624575,-123.472464,78,1084770,female,widow,pg,unemployed,2
180,mreed@smith-jones.net,Morgan Miller,"15953 Donald Ferry
Lake Melissafurt, CO 05619-6665","871 Howe Springs Suite 728
West Tara, IA 91176-8378",-51.816053,147.325796,77,1080380,female,single,ng,employed,3
181,annette70@hotmail.com,Elizabeth Daniels,"24705 Paula Spurs Apt. 399
Nunezchester, GU 75721","3529 Nguyen Squares Apt. 300
East Anthonyfort, AS 70003",6.800936,139.602138,63,1359717,female,single,g,unemployed,1
182,kathleenanderson@yahoo.com,Calvin Moore,"1079 King Lodge
New Brettmouth, MA 99673","50323 Kendra Brooks
Ryanmouth, MT 35455-6081",79.500425,-108.114439,33,993328,female,married,g,employed,3
183,kellibeck@gmail.com,Emily Brady,"922 Andrew Fork
Port Perry, ID 30706","29419 Alexander Shore Apt. 247
South Pamelaport, MN 09605-1482",8.0451765,146.346404,45,404674,female,married,g,employed,3
184,anne13@gmail.com,Hailey Jones,"21124 Clark Mews Suite 427
East Jacqueline, CT 94917-7843","995 Hall Centers
West Staceyhaven, TX 37825",-73.325023,-156.435267,59,394966,female,married,ng,employed,1
185,zdavis@yahoo.com,Alexis Moss,"PSC 2587, Box 6431
APO AA 43244","73249 Michelle Falls
West Christopher, MT 43571-2957",-78.7069915,-24.239219,73,1226360,female,married,pg,unemployed,1
186,nicholsrobert@rios.com,Gregory Frederick,"269 Danielle Shoal Apt. 743
Paulshire, NE 56167-7835","USS Guzman
FPO AE 44796",27.7922895,-56.498635,32,1412664,male,married,ng,employed,4
187,moralessara@yahoo.com,Megan Russell,"78241 Teresa Lights Suite 196
Shortfurt, SD 40029-4086","722 Winters Ford Suite 012
Port Patrick, MN 04813",-24.122951,68.19167,84,515870,male,married,g,unemployed,3
188,annowens@hotmail.com,Bruce Davis,"767 Thornton Mission Suite 440
South Roberttown, RI 70359","PSC 0782, Box 8127
APO AP 18309",-86.020775,76.519939,21,1446595,male,married,g,employed,3
189,joshuaruiz@harris.com,Stephanie Parks,"08880 Miguel Falls
New James, MA 70287-8414","67571 Matthew Hills Apt. 903
Francismouth, MN 34394-5628",-54.262435,46.642458,87,362443,male,married,g,employed,3
190,lauralee@franklin.org,Mrs. Rebecca Cook,"79101 Hinton Street Suite 849
East Andrew, AK 33389","5719 Zhang Bypass
Craigfurt, OK 89478-6546",61.042118,122.038724,67,582032,male,single,ng,employed,2
191,mbaker@rangel.org,Tyler Williams,"Unit 6088 Box 6981
DPO AE 86389","79614 Cortez Pass Apt. 170
West Jason, WY 29328",17.660805,97.485108,24,334582,male,widower,pg,unemployed,3
192,jgarrett@delacruz-miranda.info,Patricia Bell,"44615 Rebecca Ports Apt. 609
Michaelside, NV 37344-2016","8325 Sanders Corner
Lake Kristy, OR 41425",20.494603,40.558333,79,322090,female,widow,ng,employed,2
193,martintamara@yahoo.com,Catherine Thomas,"PSC 7411, Box 7502
APO AE 55634-3380","2753 Elizabeth Route
West Dennisborough, SD 00362",-62.877351,-78.073456,59,745125,female,single,g,unemployed,1
194,williamscarmen@yahoo.com,Dr. Todd Beasley,"388 Justin Port
Lake Melissahaven, AR 87886-1097","383 Nicholson Ville Suite 469
Lake Edward, OH 20611-0389",40.369408,-163.677586,40,1135246,female,single,g,employed,1
195,vgibbs@gmail.com,David Long,"PSC 2278, Box 6039
APO AE 25158","08053 Kennedy Squares Apt. 349
Hortonport, WI 97344",61.0023545,-85.313131,36,406810,female,married,g,employed,1
196,briancruz@carr-alvarez.biz,Carolyn Klein,"579 Christensen Inlet Apt. 766
New Ashleyfort, HI 10439","67693 Sanchez Junctions
Kristaland, WA 34396",47.9918265,-23.73085,42,1335315,female,married,ng,employed,1
197,gonzalezmichael@hotmail.com,Daniel Black,"PSC 9995, Box 2621
APO AP 00459-9395","74305 Amber Cape Apt. 011
New Melanie, IA 33553-6599",-18.250961,-98.225048,51,406525,female,married,pg,unemployed,4
198,rdeleon@harmon.com,Samantha Mitchell,"762 Nicholas Corner
Whiteside, MT 90479-4752","6148 Nicole Court Apt. 959
West Katrinaport, PA 85008-7064",56.1944105,-120.397409,21,1371541,female,married,ng,employed,2
199,jeremydean@yahoo.com,Andrew Alexander,"1091 Larson Drives
Port Matthewmouth, ID 55968-7936","PSC 9957, Box 0208
APO AE 32728-4749",-47.4511635,-166.571737,43,460195,male,married,g,unemployed,4
200,cjones@wong.net,Sarah Strong MD,"06753 Bennett Junctions Apt. 463
New Christopherbury, AS 98664-1713","1185 Courtney Drive
Madisonborough, MH 42763",-84.4040245,-25.962398,89,1118440,male,married,g,employed,3
201,stephanie32@lamb.com,Rebecca Clark,"21842 Drake Springs Suite 441
East Curtis, KY 14526","4878 Billy Light Suite 007
South Destinyview, DE 88735",-29.0773825,-45.743566,64,400517,male,married,g,employed,1
202,michael22@hotmail.com,Robert Smith,"01065 Sylvia Square Apt. 862
West Jessicaville, NM 29324","69144 Whitaker Loaf
South Shannontown, MT 42794-7195",-54.362349,119.979189,38,392916,male,married,ng,employed,1
203,kellyhill@yahoo.com,Lisa Acosta,"142 Christy Greens
Christopherhaven, RI 39029-4485","6585 Gallagher Way Suite 639
South Cheryl, WI 58436",-24.908383,143.763481,56,1185722,male,single,pg,unemployed,2
204,maryturner@gmail.com,John Clarke,"76228 Caleb Wall
Ashleyport, RI 74454-2465","4736 Rogers Loop
Reginabury, IN 68421",47.535788,35.148505,47,917063,male,widower,ng,employed,1
205,jeremiah16@smith.com,Kristina Bell,"6756 Hannah Cliffs
East Wayneburgh, NJ 93174","391 Valerie Wells
Sylviaberg, ND 02376-4430",43.6464665,-152.476447,65,743276,female,widow,g,unemployed,3
206,daltonerika@clark.com,Marie Payne,"43567 Brandon Underpass Apt. 981
Carlfurt, KY 83265-6254","4531 Joseph Grove Suite 717
North Annette, ID 81916",57.817779,-134.67508,24,1058939,female,single,g,employed,1
207,dbird@yahoo.com,David Garcia,"3381 David Mountain
Lake Davidside, ME 95760","Unit 6583 Box 1210
DPO AA 23928-8979",40.451964,78.145682,53,1107852,female,single,g,employed,2
208,raymond92@brown-martin.com,Steven Liu,"08296 Wagner Trail
East Richard, PA 66104","5200 Briggs Corners Suite 148
Andrewville, KS 54885",38.9394105,86.214678,27,401038,female,married,ng,employed,1
209,amanda02@hotmail.com,Bianca Nguyen,"2911 Irwin Creek Apt. 472
Adrianstad, MD 13606-5782","372 Michael Court
New Aaron, MT 40475",35.0265045,-125.641192,77,1089541,female,married,pg,unemployed,2
210,michael91@stewart.info,Matthew Martin,"USS Jackson
FPO AE 31704","4818 Richard Mount
Calderonton, HI 52813",-43.842536,83.459659,82,863074,female,married,ng,employed,1
211,darlene64@vasquez.com,James Allen,"1850 Lauren Forest Apt. 781
West Madisonview, AL 94326-7729","46972 Frances Junctions
Jonathanfurt, NY 26843",23.2530245,-66.924154,71,1112889,female,married,g,unemployed,2
212,sullivanchristian@burns-carson.com,Gregory Gray,"43096 Lori Walk
North Stephen, GA 71232-3977","4841 Brian Forges Apt. 124
South Charles, AL 87547",-28.9046145,143.738892,69,793661,male,married,g,employed,2
213,belinda74@yahoo.com,Jacob Miller,"985 Alyssa Curve
Cartermouth, OK 95206-1562","024 Lori Road Apt. 650
Kellystad, AS 16034-4968",-8.1137295,-45.788038,35,1300175,male,married,g,employed,3
214,odavis@fernandez-hughes.net,Ana Freeman,"78430 Vaughn Squares
South Janetton, MH 82747","55462 Frank Plain Apt. 751
Joneshaven, RI 73681-8721",12.8895515,66.078022,48,1149534,male,married,ng,employed,2
215,fburton@yahoo.com,Pamela Jackson,"Unit 1500 Box 3851
DPO AE 30477","941 Baker Village Suite 090
Thompsonfort, MD 06336",-15.4334715,149.600761,41,1293843,male,married,pg,unemployed,2
216,daniel84@hotmail.com,Michael Butler,"045 Lowe Wells Apt. 810
Port Molly, ME 43938-4177","1370 Jonathon Lock
Washingtonfurt, NE 29425",28.252124,-138.818692,50,918401,male,single,ng,employed,2
217,whitemelissa@hotmail.com,Peter White,"329 Ryan Route
Mclaughlintown, AZ 81692-9085","7986 John Place Suite 151
Joseview, MD 87186-0126",76.51118,127.476146,46,1259454,male,widower,g,unemployed,2
218,haleybolton@hotmail.com,Linda Vasquez,"5535 Williams Landing
South Joseph, IL 32578","4557 Turner Camp
Sheilamouth, WA 13694",60.4785265,-15.048089,35,953702,female,widow,g,employed,3
219,cheryl42@gmail.com,Kelsey Costa,"85629 Alexa Tunnel
Parsonsmouth, ME 19408","015 Collier Locks Suite 238
Valenciaville, MS 89729",-68.8212225,98.163701,18,1318049,female,single,g,employed,2
220,stricklandsarah@wilkinson.com,Courtney Mayo,"79582 Cummings Rest Apt. 385
Lake Jessicastad, SD 39597-9681","037 Hampton Isle
Savageport, IL 74155",57.5312315,-116.219631,53,740159,female,single,ng,employed,4
221,thomasrichard@gmail.com,Christina Mason,"55662 Hannah Loop
Port Megan, VT 31117-3136","480 Reginald Parkway Suite 588
South Markshire, WI 65785",44.132602,-58.55439,57,363751,female,married,pg,unemployed,2
222,mariagardner@hotmail.com,Nicholas Parker,"6987 Warren Shores
Hannahland, KY 66695-1484","72895 Thomas Keys Apt. 753
Lake Michaelside, GU 21317-9731",41.537236,57.762908,72,1407166,female,married,ng,employed,1
223,strongmichael@osborne.com,Kevin Henry,"3995 Troy Forks
Walshport, VI 98217","82611 Gregory Ways
Everettville, PA 18705",-63.871859,-82.830428,22,1288612,female,married,g,unemployed,4
224,susan96@gmail.com,Audrey Stevens,"7228 Warner Groves Suite 018
Hollyburgh, MD 59995","7673 Johnson River Suite 918
Phillipbury, OH 95522",8.780811,-102.244736,55,1107868,female,married,g,employed,3
